Synonyymit|Määrittely|kirjalyydi|Murremuoto|Venäjännös|Suomennos|1. esim.|1. esim:n venäjännös|1. esim:n suomennos|2. esim.|2. esim:n venäjännös|2. esim:n suomennos
karu|s.|bies|bie/ss, -san, -ssad; -soiden, -soid|бес|piru, paha henki|(B) biess on karu|бес - это чёрт|paha henki on paholainen|||
Birboi, Birboinpühäpäiv, Birboipruaznik, Birboipühäpäiv|s. yhd.|Birboipäiv|(B, Td) birboi/päiv||||||||
Birboi|s. yhd.|birboivicc|birboi/vičč ~ (Td) -vicc|верба|pajunoksa palmusunnuntain aikaan||||||
|s. yhd. mon.|birdanpiäližed|birdam/piäl'ižed|набилки, колодки (для бёдра)|luha (johon pirta on kiinnitetty)||||||
birboivicc|s.|Birboi|birboi ~ (Kn) bir'boi, -n, -d, tr. -kš|Вербное Воскресенье; верба|palmusunnuntai; pajunvarpu, virpa, pajunnorkko, pajunkissa||||||
Birboi, Birboipäiv|s. yhd.|Birboipruaznik|(B, Td) birboi/proazn'ik|Вербное Воскресенье, праздник Вербного Воскресенья|palmusunnuntai||||||
Birboi, Birboipruaznik, Birboinpühäpäiv, Birboipäiv|s. yhd.|Birboipühäpäiv|(B, Td) birboi/pühä/päi|Вербное Воскресенье|palmusunnuntai||||||
|s.|bird|bird, -an, -ad; -oiden, -oid|бёрдо|pirta, kaide (kangaspuissa)||||||
|s.|birb|birb/i, -in, -id; -iiden, -iid|||(Td) vuarada bir'b!|просмоли варом дратву!|pikeä pikilanka!|||
boltaida|v.|bladarida|bladar'i/da, -n, -in; -u (VVS)|болтать|lörpöttää||||||
|a.|bliednoi|(B) bl'ednoi|бледный|kalpea||||||
čondžoi, kirp|s.|blohh|(Td, N) bloh, -an, -hhad; -h(h)id|блоха|kirppu||||||
|s.|blokk|blo/k ~ -kk, -kan, -kkad; -kkid|блок|väkipyörä||||||
|v.|bludida|blud'i/da, -n, -in; -tau, -t't'ii|блудить|harjoittaa huoruutta||||||
d'uodaine, bl'uudečk|s.|blücc|(B) bl'uc ~ (N) blüc, -ale|блюдце|teelautanen||||||
|v.|bobaštada|bobaš/tada, -tan, -t'in|играть игрушками|leikkiä lekkikaluilla||||||
|s.|bobul'|bobul', -in, -id; -iid|малоимущий|loinen, maaton||||||
majag|s.|bobr|bobr, -an, -ad; -id|бобёр, бобр|majava|šiga bobrad ei sua, a kaži kun'iččad sl.|свинья не родит бобра, а кошка куницу|sika ei synnytä majavaa eikä kissa näätää|||
|s.|bohastv|bohastv, -an, -ad|богатство|rikkaus||||||
bohat|a. komp. dem. |bohatembaine|bohatemba/in'e, -ižen, -št;  -ižid|обогащаться|hiukan rikkaampi||||||
|s.|bohatter'|bohattir', -in, -id; -iid; (B, N) bohatter', -in, -id; -iid|богатырь|väkevä sankari||||||
rikaz|a.|bohat|boha/t, -tan, -ttad; -toiden, -toid|богатый|rikas||||||
|v.|bohattuda|boha/ttuda, -tun, -tuin|богатеть|rikastua||||||
raved|a.|boič|boi/č ~ -čč, -čan, -ččad; -ččid|бойкий, проворный, расторопный, смышлёный|taitava, terhakka, sukkela, ketterä||||||
|s.|burdovič|bordovi/č ~ -čč, -čan, -ččad; -čoid||||||||
borč, borčas|adv.|borččah|borčaa|в борьбу, на борьбу|painimaan||||||
|v.|borčuita|borčui/da, -čen, , -čin|бороться|painia, painiskella||||||
hongik, kangaz, kangazmua, mändik|s.|boru|(B) boru, -n, -d; -id|бор|kangasmaa, männikkö|(B) borul|в бору|kangasmaalla|||
bokko, bošš|s.|bošak|boša/k ~ -kk, -kan, -kkad; -koid|баран|pässi|(Td) bošakot puskeščii verei suai|бараны бодались до крови|pässit puskivat toisiaan vereen asti|||
bošaine, boššvuon, vuon, vuonaine; bošak|s. dem.|bošakoine|bošako/in’e, -ižen, -št|барашек, ягнёнок|pässi (pieni), pässivuona||||||
Bošakpühäpäiv, Bošakonkeitandpühäpäiv|s. yhd.|Bošakonpühäpäiv|(Hj) bošakom/pühä/päi|Баранье воскресенье (после Ильина дня)|pässipyhä, pässisunnuntai||||||
Bošakonpühäpäiv, Bošakpühäpäiv|s. yhd.|Bošakonkeitandpühäpäiv|(Hj) bošakon/keitant/pühä/päi|Баранье воскресенье (после Ильина дня)|pässinkeittopyhä, pässinkeittosunnuntai||||||
Bošakonkeitandpühäpäiv, Bošakonpühäpäiv|s. yhd.|Bošakpühäpäiv|(Hj) bošakko/pühä/päi|Баранье воскресенье (после Ильина дня)|pässipyhä, pässisunnuntai||||||
|s.|bolozn'|bolozn', -in, -id; -iid|мозоль|liikavarvas, muhkula, rakko, känsä||||||
|s.|boba|boba, -an, -ad; -iden, -id|игрушка|leikkikalu||||||
|adv. yhd.|bokaspiä|(N) bokas/piei|сбоку, со стороны|sivulta||||||
čura, külg, puol’|s.|bokk|bo/kk, -kan, -kkad; -kkiden, -kkid|бок, сторона|kylki, sivu||||||
|s. mon.|bokad|bo/kad, -kkiden, -kkid ~ (Ks, Kn) -kkiid||||||||
boša, bošak, bošš|s.|bokko|bo/kko, -kon, -kkod; -koiden, -koid|баран|pässi, oinas|bokko bäigüu pihal|баран блеет на дворе|pässi määkii pihalla|||
|v.|brakuita|brakui/da, -čen, -čin|браковать|hyljeksiä, valita hyljeksien, valikoida||||||
seuk|s.|bratan|bratan, -an, -ad; -oiden, -oid|двоюродный брат|serkku, miesserku|(B) bratan on d'iäd'än poig|братан - это сын дяди|miesserkku on sedän poika|||
bratan; seukuksed|s. mon.|bratanaksed|bratana/ksed, -kšiden, -kšid|двоюродные братья (братцы)|serkukset, miesserkukset||||||
bratan, seukuksed|s.|seuk|(Td) seu/kk, -kun, -kkud|двоюродный брат; двоюродная сестра|serkku||||||
bratanaksed, seuk|s. mon.|seukuksed|(Td) seukuksed|двоюродные братья (братцы); двоюродные сёстры (сестрицы)|serkukset||||||
priha|s.|briha|brih/a, -an, -ad; -uoid|парень|poika, nuorukainen, naimaton mies, poikamies|(Td) briha uivau čukkelos|парень плывёт под водой|nuorukainen ui sukelluksissa|||
prihač|s.|brihač|briha/č ~ (N)  briha/čču, -čun, -ččud; -čuid|мальчик|poika, poikalapsi||||||
briha; prihačuine|s. dem.|brihačuine|(N) br'ihačuine|мальчишечка, мальчонка|poika (pieni), poikanen, poikalapsonen||||||
brizguttada|v.|bringuttada|bringu/ttada, -tan, -t'in; -ttau, -t't'i|брызгать, брызгаться|heilutella (jalkojaan), lykkiä vettä (toisen päälle uidessa)||||||
tera|s.|britv|britv, -an, -ad; -oid|бритва|partaveitsi||||||
|v. mom.|bringaita|bringai/tta, -dan, -žin; -ttau|брызнуть|lykätä vettä (toisen päälle), sinkauttaa, heilauttaa||||||
|v.|bredida|(N) br'ed'i/da, -n, -in; -u, -i|брести|maleksia, kulkea vaivoin||||||
|v.|briedida II|bried'i/dä, -n, -in|брить|ajaa partaa||||||
kulgij|s.|brod'ag|(Td) brod'ag, -an, -ad; -oid|бродяга|heittiö, lurjus||||||
brötkäda, kulgeda|v.|brodida|brod'i/da, -n, -in|бродить|kahlata, kulkea (vedessä, liassa)||||||
lapp|s.|brošk|brošk, -an, -ad; -id|брошка|solki||||||
nuot|s.|brodu|brodu, -n, -d; -id|невод (летний); топкое место|kesänuotta (pieni); upottava kohta (suossa)||||||
brükv|s. mon.|brükvad|(Td) br'ugvad|брюквы|lantut||||||
čut, dele, odva |adv.|brät|brät|едва|tuskin, hädin||||||
kulgeda|v.|brötkäda|brötk/ädä, -etäu ~ -etäü|топтаться в грязи|kahlailla liassa||||||
|s.|bubn'|bubn', -in, -id; -iid|бубен (в картах)|ruutu (pelikorteissa)||||||
kaku|konj. yhd.|buitoku|buito/kui|как будто|ikäänkuin||||||
|s.|bumag|bumag, -an, -ad; -oid|бумага; документ|paperi; asiapaperi, asiakirja||||||
|s. yhd.|bumaglist|bumag/l'ist|бумагажный лист|paperiarkki||||||
bumag, bumagaine|s.|bumašk|(Lh) bumašk, -an, -ad; -oid|бумагажка|paperi (pieni); neulapaperi (Lh)||||||
bumazei, bumazeihine|a.|bumazeinoi|(B) bumazeinoi, -n|бумазейный, хлопчатобумажный|pumasiinista tehty, pumasiini-; puuvilla-, pumpuli- pumpilinen (lyP)|(B) bumazeinoi d'upk|бумазейная юбка|pumpulihame (LMS 24)|||
|s.|buol|buol, -an, -ad; -iden, -id|брусника|puolukka||||||
ora|s.|buravčik|buravči/k, -kan, -kkad; -koid |бурав, буравчик|näveri||||||
čirittajaine, lut'oikat'oi, muard'katti, tepoi|s. yhd.|čirikat'oi|(Pl, Td) čiri/kat'oi|кузнечик|hepokatti, heinäsirkka||||||
puzu, virš|s.|burak|bura/k ~ -kk, -kan, -kkad; -koid; (B, Td, Sg) bura/k ~ -kk, -kon, -kkod; -oid|бурак, корзина, туес|kori, pärekoppa, tuohikoppa, tuohiastia||||||
burak|s. dem.|burakoine|burako/in'e, -ižen, -št; -ižiden, -ižid|корзинка, туесок|marjakoppa (pieni)||||||
|s.|burlak|burla/k ~ -kk, -kan, -kkad; -koid|бурлак|muualla ansioilla oleva||||||
puzu|s.|bučč|bučč, bučin, buččid; bučiid; (Kn) bučči|бочка; туес|tynnyri, tiinu, sammio; maitopusu, maitopytty|bučin tagaze mäne peittäze!| иди и спрячься за бочку!|mene ja piilottaudu tynnyrin taakse!|||
|s.|butk II|but'k, -en, -ed; -iden, -id|зонтичное растение, дудка|putkikasvi (syötävä)||||||
starin|s.|buvalštin|buval'ščin, -an, -ad; -oid|бывальщина, рассказ|kertomus, tarina, matkakertomus, elämäkertomus||||||
kublaine|s. dem.|bul'kuine|bul'ku/in'e, -ižen, -št; -ižid|прыщик; пузырёк|näppylä (märkivä), paise (pieni); kupla (pieni)||||||
bul'buk|s.|bul'boi|bul'boi, -n, -d; bul'bagoid|кувшинка|lumme (valkea), ulpukka||||||
kubl|s.|bul'k|bul'/k, -kun, -kkud; -kuiden, -kuid|нарыв, фурункул, прыщ; пузырь (плавательный)|paise, näppylä; uimarakko (särjen)||||||
|s. yhd.|bäigöihein|bäigöi/hein'|ромашка|päivänkakkara||||||
|v.|bäigüda|bäigü/dä, -u, -i; -täu, -t't'ii|блеять|määkiä|bokko bäigüu pihal|баран блеет на дворе|pässi määkii pihalla|||
bl’uod, torelk, vadi|s.|d'uod|(Lh) d'uod, -an, -ad|блюдо, тарелка|lautanen, lautasellinen||||||
d’uod, torelk, vadi|s.|bl'uod|bl'uod, -an, -ad; -id|блюдо, тарелка (глубокая), миска, бадья|lautanen (syvä); vati, malja||||||
bl'uod|s.|blüöd|(Kn, N) blüöd ~ (N) bl'üöd, -än ~ (N) -an, -äd ~ (N) -ad; -iid|блюдо, тарелка (глубокая), миска, бадья|lautanen (syvä); vati, malja||||||
|s. yhd.|kiisel'blüöd|(N) kiisel/bl'üöd|блюдо для киселя, кисельная тарелка|kiisselilautanen, kiisselivati||||||
|s.|brüüt|br'üu/tt, -tün, -ttüd; -tüid|сосулька|jääpuikko||||||
solm|s.|burč|(B, Pl, Pk) bur/čč, -čan, -ččad; -ččid|нарост, узел, утолщение, гирька|patti (hevosen jalassa), solmu|(B) hebon d'algass om bur'čč|на ноге у лошади есть нарост|hevosen jalassa on patti|||
burž|s.|burh|burh ~ (Ks) -e, -un, -ud|бурун|kuohu, koskenkuohu||||||
burh|s.|burž|(Pl) burž, -un, -ud|бурун|kuohu, koskenkuohu||||||
butil’, pull|s.|butulk|butil/k, -kan, -kkad; (N) butiu/k, -kan|бутылка|pullo||||||
butulk|s. dem.|butulkaine|(M) butil'kain'e|бутылочка|pullo (pini)||||||
|s.|buur|buur, -an, -ad; -iden, -id|бур, сверло для бурения|kalliopora||||||
buukita|v.|buuččida|buuč/čida, -in, -iin; -itau|бучить бельё, стирать бельё|keittää lipeässä, pestä pyykkiä||||||
buuččida, pesta, steraida|v.|buukita|(Td) buuki/ta, -čen, -čin|бучить бельё, стирать бельё|keittää lipeässä, pestä pyykkiä||||||
|v.|buurida|buur'i/da, -n, -in|бурить|porata kalliota||||||
|s.|buuk|buu/k, -kan, -kkad; -kkid|стирка, бельё; посудина для бучения|pyykki, vaatteiden pesu; pesusaavi, pesusoikko||||||
|s.|best|bes'od, -an, -ad; -oid|танцы, вечеринка с танцами|illatsut, iltamat,  illanistujaiset, iltatanssit, tanssiaiset; seurustelu, keskustelu ||||||
|s.|bladenč|blad'en'č, -an, -ad; -oid|младенец|vauva, kastamaton lapsi||||||
|s.|Blahviestind|blahveščen'd', -an, -ad; -oid|Благовещение Пресвятой Богородицы (25.3./ 7.4.)|Jumalansynnyttäjän Neitseen Marian ilmestysjuhla, marianpäivä (25.3./ 7.4.) ||||||
|v.|blažida|blaži/da, -n, -iin; -žitau|болтать|lörpötellä, puhua joutavia||||||
|v.|d'auhoda|d'auho/da, -n, -in; -tau |молоть|jauhaa||||||
anda|part.|davai|davai|давай|anna (mennä)||||||
|s.|diezd|(B, Td) d'iezd, -an|наказание проигравшему в городки, езд|rangaistus kyykkäpelissä||||||
diezdad|adv.|diezdal|d'iezdal|рысью|ravia|d'iezdal d'uoksou hebo hüvin|лошадь хорошо бежит рысью|hevonen juoksee ravia hyvin|||
diezdal|adv.|diezdad|(N) d'iezdad|рысью|ravia||||||
saraidiezd, saraipordahad, saraisiezdahad, saraisild, siezdad, siezdahad|s. mon.|diezdad|d'iez/dad, -doid|заезд на сеновал, пандус|sarajan silta, navetan parven silta, tallin ylisen portaat||||||
diezdad, saraidiezd, saraisiezdahad, saraisild, siezdad, siezdahad|s. yhd. mon.|saraipordahad|(B) sarai/pordahad|заезд на сеновал, пандус|sarajan silta, navetan parven silta||||||
diezdad, saraipordahad, saraisiezdahad, saraisild, siezdad, siezdahad|s. yhd.|saraidiezd|(Td) sarai/d'iezd|заезд на сеновал, пандус|sarajan silta, navetan parven silta||||||
diezdad, saraidiezd, saraipordahad, saraisiezdahad, siezdad, siezdahad|s. yhd.|saraisild|(N) sarai/s'iud|заезд на сеновал, пандус|sarajan silta, navetan parven silta||||||
|s.|diäd'|d'iäd'/ö, -än ~ -ön,  -äd ~ -öd; -öid|дядя|eno, setä|(B) bratan on d'iäd'än poig|братан - это сын дяди|miesserkku on sedän poika|||
ilmoittada|s.|diävida|d'iävi/dä, -n, -in|явить, объявить|ilmoittaa, näyttää, ilmaista||||||
|v.|dogadida|dogad'i/da, -n, -in|заметить|huomata||||||
|v. refl.|dogadidakse|dogad'i/zetta, -zen, -ime; -zou|догадываться|hoksata||||||
|v.|d'ohottada|d'oho/ttada, -ttau, -t't'i|шуметь, бушевать, журчать|kohista, suhista, lorottaa, tohottaa|tuulou d’ohottau d'alol'i|дует и бушует сильно|tuulee kohisee kovin|||
matk, tie|s.|dorog|dorog, -an, -ad; -oid|дорога, путь|tie, matka|(M) dorogam müödää|вдоль дороги|tien suuntaan, tien viertä pitkin|en'd'išt dorogad müö mända|идти по прежней дороге|mennä entistä tietä
külläl, lienou|adv.|dovolno|dovol'no|довольно|kylliksi||||||
|s.|drobovik|drobovi/k ~ -kk, -kan, -kkad; -koid|дробовик|haulikko||||||
|s.|drobu|drobu, -n, -d; -id|дробь|hauli||||||
|s.|droččida|droč/čida, -in, -iin; -itau|ласкать, называть ласкательно|hyväillä, kutsua hyväilynimellä||||||
|s. yhd.|dročindnimi|dročind/n'imi|ласкательное имя|hyväilynimi||||||
|s.|druažittada|druaži/ttada, -tan, -t'in|раздражать|härsyttää||||||
|adv.|druk|druk|вдруг, внезапно|yhtäkkiä, äkkiä||||||
|s.|drušk|drušk, -an, -ad; -id|шафер, дружка|sulhaspoika, sulhasen sukulainen häissä||||||
|s.|druug|druug, -un, -ud; -uid|любовник, любовница; друг|rakastaja, jalkavaimo, sivuvaimo, jalkamies, sivumies; ystävä||||||
|a.|dubovoi|dubovi/i, -an, -ad|дубовый|tamminen, tammi-||||||
n'okk|s.|dudu|dudu, -n, -d; -id|дуда|nokka (teekannun)||||||
huim, mieletoi, tolkutoi, urad|s.|durak|dura/k, -kan, -kkad; -koid|дурак|hölmö||||||
|a.|d'uurikaz|d'uur'i/kaz, -kkahan, -kast; -kkahid|корнистый|juurekas, runsasjuurinen, paksujuurinen||||||
|s.|dušnik|dušn'i/k ~ -kk, -kan, -kkad; -koid|душник|pyöreä reikä (uunissa)||||||
|v.|dügeta II|duge/ta, -nou, -n'|стать тяжелее|tulla raskaammaksi||||||
|s. mon.|dvirčad|dvircad|дверцы|uuninluukut, uuninsuupellit||||||
|s. yhd.|dägibuab|d'ägi/buab|баба-яга, яга-баба, ведьма|ilkeä nainen; noita-akka, syöjätär||||||
tamm|s.|duub|duub, -an, -ad; -id|дуб|tammi||||||
duumaida|v.|duumaita|duumai/tta, -čen,  -čin|думать|ajatella, miettiä, arvella||||||
baluida, šalida|v.|duurida|duuri/da, -n, -in|играть, дурачиться|telmiä, olla vallaton, leikkiä||||||
|s.|duuh II|duuh, -un, -hud|дух, запах|henki, haju||||||
|s.|d'abluk|d'ablu/k ~ -kk, -kan, -kkad; -koid|яблоко|omena||||||
|s. yhd.|d'ablukpuu|(N) jabluk/puu|яблоня|omenapuu||||||
|s.|d'alai|d'ala/i, -jan, -ad; -joid|вяз|jalava||||||
|s.|d'agarduz|d'agardu/z, -ksen, -st; -kšid |пробор|jakaus (päässä)||||||
|v.|d'agarta|d'agar/tta ~ -ta, -dan; -tau|делать пробор|tehdä tukkaan jakauksia, livoilla hiuksia veitsellä täitä etsiessään||||||
|v. refl.|d'agadakse|d'agaze/tta, mon. 3. pers. -ttau, -t't'ii|размежеваться|jakautua, tehdä jako||||||
d'aksazuda|v. refl.|d'aksadakse|d'aks/azetta, -azen, -oime|раздеваться, раздеться|riisuutua||||||
d'aksadakse|v.|d'aksazuda|(N, Pk) d'aksazu/da, -n, -in|раздеваться, раздеться|riisuutua||||||
|v.|d'aksada|d'aks/ada, -an, -oin; -etau, -et't'ii|раздевать, раздеть|riisua||||||
|v.|d'aksattada|d'aksa/ttada, -tan, -t'in|раздевать (кого-либо), раздеть|riisua (vaatteet toiselta)||||||
|v.|d'amoda|d'amo/da, -n, -in; -tau|соединять сети|jamoa, liittää yhteen kaksi havasta tai verkkoa||||||
|v.|d'atkada|d'atk/ada, -an, -oin; -etau, -et't'ii|продлевать|jatkaa, pidentää||||||
|v.|d'atkattada|d'atka/ttada, -tan, -t'in; -tettau|продлевать|jatkattaa, antaa jatkaa|ei d'atkatettu|(они) не продлили|ei jatkatettu|||
|s.|d'auh|d'auh, -on, -od|мука|jauho|kagrain'e d'auh|овсяная мука|kaurajauho|(Td) ruumend d'auhon ke|мякины с мукой|ruumenta jauhon kera
luar', purn|s. yhd.|d'auhpurn|(B, Td) d'auh/purn|мучной ларь, мучной закром|jauholaari, jauhohinkalo, jauhopurnu||||||
käzikivi|s. yhd.|d'auhondkivi|d'auhond/kivi|жернов|jauhinkivi||||||
d'auhoda|v.|d'auhottada|d'auho/ttada, -tan, -t'in|молоть, давать молоть|jauhattaa||||||
|s.|d’aššik|d'ašči/k ~ -kk, -kan, -kkad; -koid|ящик|kärryjen laatikko||||||
|a. kar.|d'algatoi|d'alga/toin'e, -ttoman, -tošt|безногий|jalaton, jalkapuoli|d'algattomad|безногие|jalattomat|||
|s.|d'algaz|d'alga/s, -ksen, -st; -kšid|полоз|jalas||||||
d'algačim|s.|d'alguštim|d'algušt'i/m, -men, -nd; -mid|стремя|jalustin|sadul'iz on' d'algušt'imed|в седле есть стремена|satulassa on jalustimet|||
d'aloli, d'alos(ti)|adv.|d'alo|d'alo ~ (N) jalo|очень, сильно|hyvin, kovin, liian||||||
d'alo, d'alos(ti)|adv.|d'aloli|d'aloli|очень, сильно|kovin, kovasti|tuulou d’ohottau d'alol'i|дует и бушует сильно|tuulee kohisee kovin|||
|adv.|d'alos(ti)|(N) d'alos||||||||
|s.|d'alg|d'alg ~ (N) d'aug, -an, -ad; -oiden, -oid; (Lmo) jaug/a, -an; -ojan, -oja ~ -oi (LÄ1 38)|нога|jalka|d'alg l'iikui|нога вывихнулась|jalka nyrjähti|(B, Td) edin'e d'alg|передняя нога|etujalka
|s.|d'alg||||(B) hebon d'algass om bur'čč|на ноге у лошади есть нарост|hevosen jalassa on patti|||
|s.|d'alg||||(Lmo) jaugas on kengad (AT 181)|на ногах сапоги|jalassa on kengät|d'algad vägi pit'käd|ноги довольно длинные|melko pitkät jalat
|s.|deneral|d'eneral, -an, -ad; -oid|генерал|kenraali||||||
