Synonyymit|Määrittely|kirjalyydi|Murremuoto|Venäjännös|Suomennos|1. esim.|1. esim:n venäjännös|1. esim:n suomennos|2. esim.|2. esim:n venäjännös|2. esim:n suomennos
|a. kar.|d'algatoi|d'alga/toin'e, -ttoman, -tošt|безногий|jalaton, jalkapuoli|d'algattomad|безногие|jalattomat|||
|s.|d'algaz|d'alga/s, -ksen, -st; -kšid|полоз|jalas||||||
|s.|d'alguštim|d'algušt'i/m, -men, -nd; -mid|стремя|jalustin (satulassa)|sadul'iz on' d'algušt'imed|в седле есть стремена|satulassa on jalustimet|||
d'aloli|adv.|d'alo|d'alo|хорошо|hyvin||||||
d'alo|adv.|d'aloli|d'aloli|хорошо|hyvin||||||
|s.|d'alg|d'alg, -an, -ad; -oiden, -oid|нога|jalka|d'alg l'iikui|нога вывихнулась|jalka nyrjähti|d'algad vägi pit'käd|ноги довольно длинные|melko pitkät jalat
|s.|deneral|d'eneral, -an, -ad; -oid|генерал|kenraali||||||
|s.|deretnik|d'eret'n'i/k ~ -kk, -kän, -kkäd; -köiden, -köid|деретник|lurjus (haukkumasana)||||||
raha|s.|deng|d'eng, -an, -ad; -oiden, -oid|деньга, деньги|raha||||||
sudre, tühdäle|adv.|dielota|d'ielottai|зря, без дела|turhaan||||||
|s.|died|d'ied/o, -an, -ad; -doiden, -doid|дед|isoisä||||||
|s.|diel|d'iel, -on, -od; -oid|дело|asia||||||
|v.|diättäda|d'iä/ttädä, -tän, -t'in; -tet't'ii|оставлять|jättää||||||
|v. refl.|diävidakse|d'iävi/zettä, -zen, -žin; -zet't'ii|явиться|ilmestyä, ilmoittautua||||||
|v.|diädä|d'iä/dä, -n, -in; -ü, -i; -däü, -d'ii|оставаться, остаться|jäädä|haukid leibäd, kudam d'iäu palain'e, se on hambaspala|откусишь хлеба, тот кусочек, который остнается, и есть откушенный кусок|haukot leipää, se pala, joka jää, on haukkapala|(B) kn'agin d'iäu stolan taga|невеста остнется за столом|morsian jää pöydän taakse
|v.|diädä||||(N) d'ien mina hüvä, t'erveh i s'ida mina sille tahton|я остаюсь в добром зравии и того же я желаю тебе (в конце письма)|minä jään hyvänä, terveenä ja sitä sinulle toivon (kirjeen lopussa)|||
|s.|diäk|d'iä/k ~ -kk, -kän, -kkäd; -köid|чтец (в церкви), дьяк|lukkari, virrenlukija||||||
|adv.|d'o I|d'o|уже|jo|(B) kn'agin on d’o külüü taluttu |невеста уже свожена в баню|morsian on jo saunassa käytetty|d'ogo?|уже ли?|joko?
|pron.|d'ogahine|d'ogahi/n'e ~ -in'e, -žen ~ -ižen, -št|каждый|jokainen||||||
d'o|adv. yhd.|d'ogo|d'o/go|уже ли|joko||||||
|s.|d'otk|d'ot'k, -in, -id|дёготь|tökötti||||||
d'oudav aig|s.|d'oud|d'oud, -on, -od|свободное время, досуг|jouto, vapaa-aika|eule d'oudod hällei|ему недосуг, у него нет (свободного) времени|hän ei jouda|||
d'oud|a.|d'oudav|d'ouda/u, -van, -vad; -vid|свободный|vapaa, joutilas|d'oudav aig|свободное время, досуг|vapaa-aika|||
|a.|d'ouhine|d'ouhi/n'e, -žen, -št; -židen, -žid|из лошадиной шерсти|jouhinen||||||
|v.|d'outa|d'ou/tta, -dan, -žin; -ttau|иметь время|joutaa||||||
|s.|d’oučim|d'oučče/n', -n'en, -nd; -n'id|лебедь|joutsen||||||
|s.|d'ouh|d'ouh, -en, -t; -iden, -id|лошадиная шерсть|jouhi||||||
|s.|d'ogi|d'og/i, -en, -ed; -id|река|joki|d'ogez veži šeižuu laimoil'l'ai vihman edel|в реке вода стоит спокойно перед дождём|joessa vesi seisoo tyynesti ennen sadetta|d'ogee|в реку|jokeen
|s.|D'umal|d'umal, -an, -ad|Бог|Jumala||||||
|s. yhd.|d'umalčupp|d'umal/čupp|красный угол (где стоят иконы)|ikoninurkka, jumalanurkka||||||
|s.|d'und|d'und, -an, -ad, -ad, -iden, -id|цепочка, вереница; ряд, шеренга; поезд|jata, verkkojono, rysänaitajono||||||
|v.|d'uohtuttada|d'uohtu/ttada, -tan, -t'in|напоминать|johduttaa, johtaa mieleen, muistuttaa||||||
|adv.|d'uoksul|d'uoksul|бегом|juoksulla, juosten; kiimoillaan||||||
|v.|d'uobuda|d'uobu/da, -n, -in; -u, -i; -tau|упасть в обморок|pyörtyä, mennä pyörryksiin||||||
|v.|d'uohtuda|d'uohtu/da, -u, -i|приходить на ум|juohtua, tulla mieleen|d'uohtui sana mielee|пришло слово на ум|juohtui sana mieleen|||
|v. frekv.|d'uoksendelta|d'uoksende/lda, -len, -l'in|бегать|juoksennella|en d'uoksendelnu|я не бегал|en juoksennellut|||
|s.|d'uomoi|d'uomo/i, -in, -id; -loiden, -loid|голубика|juolukka||||||
|v.|d'uotattada|d'uota/ttada, -ttau, -t't'i|вызывать жажду|janottaa||||||
|v. refl.|d'uodakse|d'uo/zetta, -zen, -žiin|упиваться|juoda juovuksiin, juoda itsensä (humalaan)||||||
|v.|d'uoda|d'uo/da, -n, -in; -dau |пить|juoda|lipičül d’uodau vett|ковшиком пьют воду|tuohilipilla juodaan vettä|||
|v.|d'uottada|d'uo/ttada, -tan, -t'in; -ttau; -tetau|напоить|antaa juoda, juottaa|d'uotaižin|я бы напоил|antaisin juoda|||
|s.|d'upk|d'upk, -an, -ad; -id|юбка|hame||||||
|s.|d'uro|d'uro, -n, -d; -id|полоса, полоска, пробор|juova (lehmän selässä), viiru, jakaus (päässä)||||||
|s.|d'ustr|d'ustr, -an, -ad; -id|люстра|kynttiläkruunu||||||
|s.|d'ušk|d'ušk, -an, -ad; -id|вьюшка|uuninpelti, savutorvensulku||||||
|a.|düged|d'uged, -an, -ad; -iden, -id|тяжёлый|raskas, painava; vaikea||||||
d’urišta|v.|d’uraita|(Td) d’urai/ta, -dau, -ž|греметь, громыхать, грозить|jyristä (rattaat, ukkonen)|(Td) t'el'eg d’uraidau|телега громыхает|rattaat jyrisevät|||
d’uraita|v.|d’urišta|(PL) d’uri/šta, -žou, -ž|греметь, громыхать, грозить|jyristä (rattaat, ukkonen)|(Pl) teleg d’urižou|телега громыхает|rattaat jyrisevät|||
|s.|teleg|t'eleg, -än, -äd; -öid|телега|rattaat, vankkutit, työkärryt|(Pl) teleg d’urižou|телега громыхает|rattaat jyrisevät|||
|s.|teleg||||(Td) t'el'eg d’uraidau|телега громыхает|rattaat jyrisevät|||
|s.|dürü|(Td) d'uru, -n, -d|гром, грохот|jyry, jyrinä||||||
|s.|dägäl|d'ägäl, -än, -äd; -löid|ягель, олений мох|jäkälä||||||
munaine|s.|däič|d'äi/čč, -čän, -ččäd; -čöid|яйцо|muna||||||
|s. mon.|däičäd|d'äič/äd, -öid|яйца|munat||||||
|prep.|dälgele|d'älgele|после|jälkeen|d'älgele mindai|после меня|minun jälkeeni|||
|adv.|dälgimai|d'älgimäi|наконец|viimein||||||
|v.|dälgittada|d'älgi/ttädä, -tän, -t'in; -tettää|подражать, имитировать, обезьянить|matkia, jäljitellä||||||
|s.|däniž|d'än'i/ž, -kšen, -št; -kšiden, -kšid|заяц|jänis||||||
sanged|a.|däred|d'äred, -än, -äd; -d'iden, -d'id|массивный, толстый|järeä, paksu, vankka, pyylevä||||||
däred|a.|däredattav|d'äredättä/u, -vän, -väd; -vid|толстоватый|paksuhko||||||
|s.|däritez|d'ärite/z, -ksen, -st; -kšid|месиво|silppu, ape, silpukset||||||
|adv.|därvembi|d'ärvembi|ближе к озеру|järvemmin, enemmän järvelle päin|mäne d'ärvembi laske verkod!|иди дальше от берега спусти сети!|mene järvemmälle (selälle kauemmas) laske verkot!|||
|s.|d'äl'g|d'äl'g, -en, -ed; -iden, -id|след|jälki||||||
dälgimai|adv.|dälgimaižiks|d'äl'gimäižikši|наконец|vihdoin, viimein||||||
|a.|d'äl'gimäin'e|d'äl'gimä/in'e, -ižen, -št; -ižiden, -ižid|последний|jälkimmäinen, viimeinen||||||
|s.|d'är'v|d'är'v, -en, -ed; -iden -id|озеро|järvi|(Td) d'ärven reunas|рядом с озером|järven vieressä|||
|s.|Dürg|d'ürgi|Юрий, Георгий|Jyrki, Yrjö||||||
|s.|d'üvä|d'üv/ä, -än, -äd; -id|зерно|jyvä||||||
|a. kar.|d'uuretoi|d'uure/toin'e, -ttoman, -tošt; -ttomid|без корней|juureton||||||
|s.|d'uurik|d'uur'i/kk ~ d'uura/kk, -kon, -kkod; -koid|корни|juurikko, juurakko||||||
|s.|d'uur'|d'uu/r', -ren, -rd; -r'id, -r'iden|корень|juuri||||||
|v.|d'uuttuda|d'uu/ttuda, -tun, -tuin; -ttuu; -tutau|застревать|juuttua, läkähtyä||||||
|postp.|edel|edel|раньше, прежде, до|edellä, ennen, aikaisemmin|d'ogez veži šeižuu laimoil'l'ai vihman edel|в реке вода стоит спокойно перед дождём|joessa vesi seisoo tyynesti ennen sadetta|||
|adv.|edelleh|edellei|дальше|edelleen||||||
|a.|edine|edi/n'e, -žen, -št; -židen, -žid|передний|etumainen, etu-|edin'e čura|передняя часть|etupuoli|||
|adv.|egläi|egläi|вчера|eilen||||||
|v.|ehtattada|ehtä/ttädä, -tän, -t'in; -tet't'ii|переправлять через воду|viedä (veden yli) |ehtätäižin|я бы перевёз|veisin (veden yli) |||
|v.|ehtida|eht'i/dä, -n, -in|успевать|ehtiä, keretä|eht'iižin |я бы успел|ehtisin|eht'itäiž |(они) успели бы|ehdittäisiin
ala|kieltov.|ei|ei, en, ed, emme, ette, ei|не|ei, eivät |emme kiištägöi|не спорим|emme kiistä|||
|kieltov.|ei||||nuor ei kestä n'i midä|верёвка не выдержит ничего|nuora ei kestä yhtään|||
|kieltov.|ei||||ei houkettu|(они) не сошли с ума|ei tultu hulluksi|||
|part. yhd.|eigo|ei/gi|нет ли|eikö||||||
ei, olda|part. yhd.|iele|eulo ~ eule ~ (N) eile |нет|ei ole|karkk on lambaz, kudam eule suanu vuon'id vie|ярка - овца, которая ещё не имеет ягнят|"""karkku"" on lammas, joka ei ole karitsoinut vielä"|||
|v.|elävzuttada|eläuzu/ttada, -tan, -t'in|оживлять|herättää henkiin, viroittaa henkiin||||||
|s.|emindam|emin'd'im, -än, -äd; -mid|мачеха|emintimä, äitipuoli||||||
|s.|emust|emust, -an, -ad; -oiden,-oid|нижняя часть женской рубахи|naisen paidan alaosa||||||
emäč, emäpuu, muam|s.|emä|em/ä, -än, -äd; -iden, -id|мать, родительница; самка; киль|emä, äiti; naaras; emäpuu (veneen), köli||||||
|s.|emandoičuz|emändöičü/z, -st|хозяйничание|emännyys, emännöiminen||||||
|v.|emandoita|emändöi/dä, -čen, -čin; -ččöu|хозяйничать|emännöidä||||||
|s.|emand|emänd, -än, -äd; -öiden, -öid ~ -id|хозяйка|emäntä||||||
emä|s. yhd.|emäpuu|emä/puu|киль|emäpuu (veneen), köli||||||
emä, emävö|s.|emäč|emä/č, -čün, -ččüd; -čüiden, -čüid|самка; подхвостница |naaras, imisä, narttu; synnytinreikä (lehmän)||||||
|adv. yhd.|ende-egläi|end/egläi|позавчера|toissapäivänä||||||
|adv.|ende|ende|раньше, прежде|ennen|(Td) ende sanut'ii kuol'ižmua, n'ügü mogil|раньше называли кладбище, теперь могильник|ennen sanottiin kalmisto, vaan nyt hautausmaa|||
|adv.|erahišti|erähišt'|иногда|joskus, toisinaan||||||
|pron.|eraz|erä/z, -hän, -st; -hid|один, некий, некоторый, некто|eräs, joku||||||
|v.|eččida|eččidä, ečin, ečiin|искать|etsiä, hakea|ečiižin|я искал бы|etsisin|ečitäiž|(они) искали бы|etsittäisiin
|v.|eläda|el'ädä, el'än, el'in; , el'äu, el'i|жить, проживать, обитать|elää, asua|kukšoi on rusked l'ind, mečäss eläu|кукша - красноватая птица, в лесу живёт|kuukkeli on punertava lintu, metsässä elää|(Td) vežiluhtass eletäu sorzad|в пруду обитают утки|vesilammikossa pesivät sorsat
|s.|eläj|el'ä/i, -jän, -jäd; -jid|житель|asuja, eläjä||||||
|a.|eläv|el'ä/u, -vän, -väd; -viden, -vid|живой|elävä, elossa oleva||||||
|s. yhd.|elävhobed|el'äu/hobed|ртуть|elohopea||||||
|v.|eläškata|el'äškä/ttä, -den, -žin|начинать жить|alkaa elää, ruveta asumaan||||||
|adv.|endižellah|en'd'ižellai|как по пержнему|entisellään, entiselleen||||||
|a.|endine|en'd'i/n'e, -žen, -št; -žid|прежний, бывший|entinen|en'd'išt dorogad müö mända|идти по прежней дороге|mennä entistä tietä|||
|s.|endžoi|en'd'žoi, -n, -d|в понедельник родившаяся корова|maanantaina syntynyt lehmä||||||
|adv.|enamb|en'ämb/i, -än, -äd|больше|enempi, enää||||||
|num.|ezmaine|ežmä/ine, -ižen, -št; -ižiden, -ižid|первый|ensimmäinen||||||
|s. yhd.|ezmainarg|ežmäin'/ar'g|понедельник|maanantai|ežmäzargen|в понедельник|maanantaina|||
|s.|elo|elo, -n, -d; -id|вещь, собственность|tavara, omaisuus||||||
huonuz|s.|fater|fat'er, -an, -rad; -oid|квартира|asunto, kortteri|fat'eral|на квартире|asunnossa|||
vuograta|v.|fateruita|fat'erui/da, -čen, -čin|квартировать|asua, olla kortteria||||||
|s.|feršal|feršal, -an, -ad; -oid|фельшер|välskäri||||||
|s.|figur|figur, -an, -ad; -oid|фигура|koristus||||||
|s.|fonar'|fonar', -in, -id; -iiden, -iid|фонарь|lyhty||||||
|v. mom.|fukn'ida|fukn'i/da, -n, -in; -u|фукнуть|ajaa huristaa, ajaa kovasti||||||
|s.|funt|fun/tt, -tan, -ttad; -ttid|фунт|naula (painomitta)||||||
|s.|fliger|fl'iger, -an, -ad; -iid|флигер|tuuliviiri||||||
|v.|gadaita|gadai/da, -čen, -čin; -iččou|гадать|povata, ennustaa||||||
|s.|gaik|gai/k ~ kk, -kan, -kkad; -koid|гайка|mutteri||||||
|s.|kajag|gajag, -an, -ad; -oiden, -oid|чайка|kajava, kalalokki||||||
|s.|garbal|garbal, -on, -od; -oiden, -oid|клюква|karpalo||||||
|s.|garmonij|garmon'i/i, -an, -ad; -joid|гармонь|harmonikka||||||
|v. refl.|gomahtadakse|gomah/tazetta, -tazou, -t'iihe|загудеть|komahtaa||||||
|s.|gorbul'|gorbul', -in, -id; -iid|горбыль|syrjälauta, pintalauta||||||
|v.|gor'uita|gor'ui/da, -čen, -in|горевать|surra, murehtia, nähdä vaivaa||||||
|s.|gor'a|gor'/a, -an, -ad; -id|горе, нищета|köyhyys, vaiva||||||
gor'ahine|a.|gor'a|gor'/a, -an, -ad; -id|жалкий, скорбный, нищий|kurja, vaivainen, köyhä||||||
gor'a|a.|gor'ahine|gor'ahi/n'e, -žen, -št; -židen, -žid|жалкий, скорбный, нищий|kurja, vaivainen, köyhä||||||
|s. mon.|gostinčad|gošt'inč/ad, -oid|гостинец|tuomiset, tuliaiset||||||
küühköi|s.|golub|golub, -an, -ad; -oid|голубь|kyyhkynen||||||
|s.|grečč|gre/čč, -čun, -ččud; -čuid|гречка|tattari, tattariryyni||||||
|s. yhd.|grečunsuurim|grečun/suurim|гречневая крупа|tattarisuurima, tattariryyni||||||
|s.|griba|grib/a, -an, -ad; -oid|гриб|tatti, sieni||||||
|s.|groba|grob/a, -an, -ad; -id|гроб|ruumisarkku||||||
|v.|gromida|gromi/da, -u|греметь|jyristä, jyristää|pühä Il'l' gromiu|святой Илья гремит|ukkonen (pyhä Elia) jyrisee|||
|s.|gromu|gromu, -n, -d|гром|ukkosjyrinä, ukkonen, ukkosilma||||||
|v.|grozida|groži/da, -n, -in|грозить, угрожать|uhata, uhailla||||||
kuar, laht', lahtuk|s.|guba|gub/a, -an, -ad; -id|губа|lahti||||||
|s.|guik|gui/k ~ -kk, -kan, -kkad; -kkid |гагара|kuikka, kaakkuri||||||
|s.|guomin|guomin, -on, -od; -oid|гумно|puintihuone, luuva, puimalava||||||
|s.|gurb|gurb, -an, -ad; -id|горб|kyttyrä, hartiat||||||
|s.|guub|guub, -an, -ad; -id|древесный гриб|kääpä, puunpahka||||||
gluheududa|v.|gluheuzuda|gluheuzu/da, -n, -in|оглохнуть|tulla kuuroksi||||||
gluheuzuda|v.|gluheududa|gluheudu/da, -n, -in|оглохнуть|tulla kuuroksi||||||
gluhoi, kuurniž|a.|gluhij|glu/hii, -h'ian, -h'iad; -hioid|глухой|kuuro||||||
|a.|gluup|gluu/p ~ pp, -pan, -ppad; -pid|глупый|tyhmä||||||
|s.|habu|habu, -n, -d; -id|хвоя; веник|havu; uuniluuta||||||
habukaz|s.|habuk|habu/k ~ -kk, -kan, -kkad; -koid|сокол, ястреб|haukka||||||
|s.|hago|hago, -n, -d; -iden|коряга, топляк|hako, lahopuu (vettynyt)||||||
haikosteltakse|v. frekv.|haikostelta|(Td) haikuste/lda, -lou|зевать, позёвывать|haukotella (jatkuvasti)||||||
haikostelta|v. frekv. refl.|haikosteltakse|(B) haikoste/ltaze, -lzen; -lzou, -l’ihe|зевать, позёвывать|haukotella (jatkuvasti)||||||
haikostuttada|v. yksip.|haikostoittada|haikostoi/ttada, -ttau|зевать|haukottaa||||||
haikostoittada|v.|haikostuttada|haikostu/ttada, -ttau|зевать|haukottaa||||||
|s.|haiž|haiž, -un, -ud|вонь, смрад|haju, paha haju, tuhna||||||
|v.|haižuda|haižu/da, -n, -in|вонять|haista||||||
|s.|hamar|hamar, -on, -od; -roid|обух|hamara||||||
|a.|hambahikaz|hambahi/kaz, -kkahan, -kast; -kkahid|зубной|hampaallinen, hampainen||||||
|a. kar.|hambahitoi|hambahi/toin' ~ -toin'e, -ttoman, -tošt; -ttomid|беззубый|hampaaton||||||
|s. yhd.|hambazpala|hambas/pala|кусок|haukkapala|haukid leibäd, kudam d'iäu palain'e, se on hambaspala|откусишь хлеба, тот кусочек, который остнается, и есть откушенный кусок|haukot leipää, se pala, joka jää, on haukkapala|||
|s.|hambastai|hambasta/i, -jan, -jad|брусок (для точения)|terottaja (sirpin)||||||
|v.|hambastada|ambas/tada, -tan, -t'in; -tet't'ii|точить (серп)|teroittaa (sirppi)||||||
|s.|hamutin|hamut'in, -an, -ad; -oid|хомутина|länkien vuori||||||
|s.|hanh|hanh, -en, -ed; -hid|гусь|hanhi||||||
|s. yhd.|hapanmaid|hapaim/maido|кислое молоко|viilipiimä, paksu piimä||||||
|a.|hapannu|hapannu, -den|кислый|hapannut, mädännyt, mätä, lahonnut||||||
|v.|hapata|hapata, happanou, happan'|киснуть|hapata, mädätä, lahota|rubedau happanemaa|начинает гнить|alkaa mädätä|||
|v.|happani/škata|happaneška/tta, -dou|начинать киснуть|ruveta happanemaan, alkaa mädätä||||||
haravoida|v.|haravoita|haravoi/da, -čen, -čin; -dau, -d'ii |грабить, грести|haravoida||||||
harag|s.|harak|hara/kk, -kan, -kkad; -koid|сорока|harakka||||||
|s.|harav|hara/u, -von, -vod; -void|грабли|harava||||||
|s. mon.|hard'od|hard'o/d ~ -id|плечи|hartiat||||||
|s.|hard'|hard', -an, -ad; -oid|щётка|harja||||||
|s. mon.|hard'ukad|hard'u/kad, -koid|ярмарка|harjakaiset||||||
|a. kar.|hard'atoi|hard'ato/in'e, -št|бесхвостый (петух)|harjaton (kukko)||||||
|a.|hard'aududa|hard'audu/da, -n, -in|привыкать|harjaantua, tottua||||||
|v.|hard'ata|hard'a/ta, -dan, -žin; -tau, -t't'ii|чистить щёткой|harjata (pellavia)||||||
|s.|harv|harv, -an, -ad; -oiden, -oid|редкий|harva (esim. verkko)||||||
|adv.|harvah|harvaa|редко|harvaan, harvoin||||||
|s.|hattar|hattar, -on, -od; -oid|портянка|jalkariepu||||||
|v.|haududa|haudu/da, -u, -i|парить, прогревать|hautoa||||||
|s.|haud|haud, -an, -ad; -oiden, -doid|пареная репа; яма, впадина|naurishauta; hauta, kuoppa||||||
|s. dem.|haudaine|hauda/in'e, -ižen, -št; -ižid|ямка|kuoppanen||||||
|s.|haug|haug, -in, -id; -iiden, -iid|щука|hauki||||||
|v. refl.|haukahteltakse|haukahte/lzetta, -lzou, -l'iihe|гавкать|haukahdella||||||
|v.|haukkida|hau/kkida, -kin, -kiin; -kitau|вздыхать|haukkoa|haukid leibäd, kudam d'iäu palain'e, se on hambaspala|откусишь хлеба, тот кусочек, который остнается, и есть откушенный кусок|haukot leipää, se pala, joka jää, on haukkapala|||
|v.|haukkuda|hau/kkuda, -kun, -kuin; -kkuu; -kutau |зевать|haukkua|koir haukkuu|собака лает|koira haukkuu|||
|s.|havad|havad, -on, -od; -oiden, -oid|мешок|säkki||||||
|v. refl.|havaitakse|havaičče/zetta, -zen, -žin; -žiihe|просыпаться|herätä||||||
|s.|halgij|hal'gi/i, -an, -ad; -oid|владелец, обладатель|haltia, haltija (metsän)||||||
|s.|handžak|han'd'ža/k, -kon, -kkod; -koid|вилка, двуствольное дерево|haarukka, haksiraarainen puu, viipsinpuu||||||
